ZAT,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
28.0,2016,1,6,0,0,0,0,1,0,0,1,2,2,0,3,3
28.0,2016,2,2,0,1,1,0,0,0,0,1,2,0,1,3,1
28.0,2016,3,4,0,0,0,0,0,1,1,0,0,0,2,3,1
28.0,2016,4,2,0,1,0,0,0,1,0,0,2,0,0,3,0
28.0,2017,1,5,0,0,0,0,0,0,0,2,1,0,2,1,4
28.0,2017,2,3,0,1,0,0,0,1,0,1,1,0,1,2,2
28.0,2017,3,11,0,0,0,0,2,1,0,0,4,1,3,4,7
28.0,2017,4,18,0,0,0,0,4,4,2,5,2,0,1,9,9
28.0,2018,1,11,0,0,0,0,1,1,1,1,1,4,2,3,8
28.0,2018,2,22,0,4,0,0,2,2,5,5,6,2,4,13,13
28.0,2018,3,11,0,1,0,0,2,2,1,3,1,1,2,4,8
28.0,2018,4,17,0,0,1,0,2,3,3,2,1,6,1,9,9
28.0,2019,1,7,0,1,0,0,2,2,1,3,0,0,0,3,5
29.0,2015,1,4,0,0,0,0,1,0,1,0,1,0,1,4,0
29.0,2015,2,3,0,0,0,0,1,0,0,1,0,1,0,1,2
29.0,2015,3,2,0,0,0,0,1,0,0,0,0,1,0,0,2
29.0,2015,4,2,0,0,0,0,0,1,1,0,0,0,0,0,2
29.0,2016,1,3,0,0,1,0,0,0,1,1,2,0,0,2,2
29.0,2016,2,9,0,0,0,0,2,2,0,1,1,3,0,2,7
29.0,2016,3,9,0,0,0,0,2,1,0,1,0,3,2,3,6
29.0,2016,4,1,0,1,0,0,1,0,0,0,0,1,0,1,1
29.0,2017,1,8,0,0,1,0,1,1,0,1,3,1,2,2,7
29.0,2017,2,6,0,0,0,0,1,1,0,0,2,0,2,4,2
29.0,2017,3,10,0,0,1,0,2,3,0,1,1,1,3,5,6
29.0,2017,4,15,0,0,0,0,0,2,3,1,2,3,4,9,6
29.0,2018,1,13,0,0,0,0,1,6,0,0,1,3,2,8,5
29.0,2018,2,12,0,0,0,0,3,3,1,1,1,0,3,1,11
29.0,2018,3,10,0,1,0,0,0,2,1,2,2,1,3,4,7
29.0,2018,4,7,0,0,0,0,1,1,0,1,2,1,1,2,5
29.0,2019,1,6,0,0,0,0,1,0,0,0,2,1,2,3,3
30.0,2015,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30.0,2015,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,2015,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1
30.0,2015,4,1,0,1,0,0,1,1,0,0,0,0,0,1,1
30.0,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
30.0,2016,2,4,0,1,0,0,1,0,1,1,0,1,1,3,2
30.0,2016,3,4,0,0,0,0,0,2,0,0,0,1,1,3,1
30.0,2016,4,1,1,0,0,0,0,0,0,0,0,2,0,0,2
30.0,2017,1,4,0,0,0,0,1,0,0,0,0,1,2,1,3
30.0,2017,2,2,0,0,0,0,0,1,0,0,1,0,0,0,2
30.0,2017,3,5,0,0,0,0,0,0,0,0,1,0,4,2,3
30.0,2017,4,13,0,0,0,0,2,1,0,2,2,2,4,4,9
30.0,2018,1,5,0,2,1,0,1,0,0,2,1,0,4,5,3
30.0,2018,2,5,0,0,0,0,0,0,1,0,2,0,2,4,1
30.0,2018,3,7,0,0,1,0,1,0,0,1,3,2,1,4,4
30.0,2018,4,6,0,0,1,0,0,0,1,2,0,1,3,4,3
30.0,2019,1,2,0,1,0,0,1,1,0,0,1,0,0,1,2
31.0,2015,1,3,0,1,0,0,2,0,0,2,0,0,0,1,3
31.0,2015,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
31.0,2015,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
31.0,2016,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1
31.0,2016,4,6,0,0,0,0,1,0,3,1,0,0,1,3,3
31.0,2017,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1
31.0,2017,3,7,0,0,1,0,0,1,2,2,2,1,0,3,5
31.0,2017,4,3,0,0,0,0,1,1,0,1,0,0,0,0,3
31.0,2018,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2
31.0,2018,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0
31.0,2018,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32.0,2015,1,5,0,0,0,1,0,1,2,1,2,0,0,3,3
32.0,2015,2,6,0,0,1,0,1,0,0,2,1,0,3,2,5
32.0,2015,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1
32.0,2015,4,2,0,0,0,0,0,0,0,1,0,1,0,0,2
32.0,2016,1,0,0,1,1,1,0,0,0,1,0,1,1,1,2
32.0,2016,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
32.0,2016,3,2,0,0,0,0,0,1,0,1,0,0,0,1,1
32.0,2016,4,3,0,0,0,1,0,0,0,1,2,0,1,1,3
32.0,2017,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1
32.0,2017,2,13,0,0,0,0,1,1,4,2,1,3,1,4,9
32.0,2017,3,7,0,0,2,0,2,0,1,1,0,3,2,1,8
32.0,2017,4,8,0,0,0,0,1,0,1,1,1,3,1,2,6
32.0,2018,1,5,0,1,2,0,0,1,1,3,0,1,2,3,5
32.0,2018,2,7,0,0,0,4,2,0,1,1,0,1,6,5,6
32.0,2018,3,9,0,0,0,0,2,0,0,2,1,2,2,6,3
32.0,2018,4,2,0,0,1,1,0,2,0,0,0,0,2,1,3
32.0,2019,1,6,0,0,0,0,1,3,0,1,0,1,0,2,4
33.0,2015,1,16,1,4,0,1,2,7,1,2,2,4,4,7,15
33.0,2015,2,5,0,3,0,2,3,0,2,1,3,0,1,4,6
33.0,2015,3,7,3,5,0,0,1,5,0,2,1,3,3,7,8
33.0,2015,4,7,0,3,2,2,2,2,2,4,0,3,1,7,7
33.0,2016,1,23,1,2,2,2,3,6,1,3,4,6,7,12,18
33.0,2016,2,14,4,0,0,1,0,2,2,5,2,2,6,7,12
33.0,2016,3,15,0,2,1,0,3,1,3,6,2,0,3,6,12
33.0,2016,4,20,0,3,1,1,1,6,4,4,3,4,3,8,17
33.0,2017,1,28,0,5,0,2,1,10,6,4,6,4,4,16,19
33.0,2017,2,31,0,4,0,1,7,5,3,4,4,8,5,12,24
33.0,2017,3,39,1,3,1,1,5,7,7,6,8,4,8,27,18
33.0,2017,4,44,0,2,1,4,6,8,3,7,9,9,9,20,31
33.0,2018,1,33,0,7,3,1,8,9,5,5,5,6,6,15,29
33.0,2018,2,46,1,9,0,5,8,9,7,11,7,7,12,35,26
33.0,2018,3,32,0,12,2,1,3,5,9,9,7,6,8,25,22
33.0,2018,4,43,1,3,3,3,8,4,3,13,9,9,7,20,33
33.0,2019,1,27,0,2,1,1,3,6,5,5,2,4,6,14,17
36.0,2015,1,14,1,0,3,1,5,2,2,4,4,0,2,7,12
36.0,2015,2,8,0,1,5,2,3,2,0,3,2,4,2,6,10
36.0,2015,3,10,0,1,7,4,2,6,3,0,4,4,3,4,18
36.0,2015,4,9,0,0,3,2,3,2,1,4,2,1,1,4,10
36.0,2016,1,19,0,7,4,5,9,2,1,8,4,5,6,17,18
36.0,2016,2,11,0,3,6,2,4,1,1,3,3,8,2,10,12
36.0,2016,3,17,0,2,5,2,4,2,2,3,4,6,5,12,14
36.0,2016,4,19,1,1,3,2,3,4,1,3,6,4,5,7,19
36.0,2017,1,38,0,3,3,2,5,7,6,3,5,10,10,16,30
36.0,2017,2,31,0,5,9,3,11,9,8,6,5,6,3,20,28
36.0,2017,3,31,0,1,3,1,6,5,6,5,5,4,5,14,22
36.0,2017,4,55,1,1,6,0,9,8,6,9,7,14,10,32,31
36.0,2018,1,38,1,9,4,1,7,10,8,12,5,1,10,20,32
36.0,2018,2,62,2,10,10,1,12,12,7,15,7,18,14,30,55
36.0,2018,3,49,2,6,7,1,8,11,8,14,5,6,13,31,34
36.0,2018,4,43,0,2,7,0,9,6,7,4,12,6,8,21,31
36.0,2019,1,25,0,1,2,3,3,4,3,5,5,4,7,9,22
37.0,2015,1,14,2,3,2,2,4,3,3,2,5,4,2,10,13
37.0,2015,2,9,0,2,1,1,2,3,1,2,1,2,2,5,8
37.0,2015,3,12,1,6,3,1,3,4,3,4,3,3,3,10,13
37.0,2015,4,11,2,3,1,3,3,3,3,2,3,3,3,6,14
37.0,2016,1,17,0,4,2,2,0,5,5,5,2,6,2,11,14
37.0,2016,2,15,1,7,2,4,5,5,3,6,2,6,2,13,16
37.0,2016,3,20,3,0,3,3,5,1,5,7,2,4,5,7,22
37.0,2016,4,25,2,1,3,5,3,8,4,6,4,4,7,16,20
37.0,2017,1,38,4,4,6,5,11,8,13,5,8,6,6,18,39
37.0,2017,2,38,0,5,2,4,5,11,8,10,2,7,6,22,27
37.0,2017,3,43,0,1,0,3,8,8,7,7,2,5,10,22,25
37.0,2017,4,47,0,1,5,2,4,12,3,10,9,10,7,19,36
37.0,2018,1,49,0,9,4,4,5,10,8,14,13,7,9,35,31
37.0,2018,2,63,1,4,3,4,13,8,9,13,12,12,8,33,42
37.0,2018,3,38,1,10,5,2,7,7,6,10,6,8,12,29,27
37.0,2018,4,43,2,3,5,4,8,7,6,5,12,7,12,22,35
37.0,2019,1,32,0,3,3,3,7,5,5,8,4,4,8,19,22
38.0,2015,1,5,0,3,0,1,0,5,0,0,1,2,1,3,6
38.0,2015,2,4,0,1,2,1,2,1,0,2,1,1,1,2,6
38.0,2015,3,2,0,1,1,0,0,1,0,1,0,0,2,3,1
38.0,2015,4,3,0,0,2,0,1,0,2,0,1,1,0,1,4
38.0,2016,1,7,0,0,0,3,1,0,2,2,4,1,0,4,6
38.0,2016,2,5,0,0,3,2,0,2,0,2,2,3,1,2,8
38.0,2016,3,8,0,0,0,1,1,1,2,3,2,0,0,4,5
38.0,2016,4,8,0,1,6,3,1,4,2,0,5,3,3,1,17
38.0,2017,1,5,0,0,2,5,2,2,1,0,4,1,2,4,8
38.0,2017,2,6,0,0,0,2,2,2,1,0,0,2,1,3,5
38.0,2017,3,8,0,0,3,0,0,2,1,1,0,4,3,5,6
38.0,2017,4,21,0,1,2,3,4,3,4,9,2,3,2,10,17
38.0,2018,1,12,0,1,2,0,4,1,1,3,1,3,2,6,9
38.0,2018,2,23,0,1,3,2,5,2,6,3,6,0,7,12,17
38.0,2018,3,12,0,0,1,0,1,1,3,2,3,1,2,5,8
38.0,2018,4,19,0,2,1,1,4,5,4,3,1,1,5,14,9
38.0,2019,1,7,0,0,0,2,0,3,0,2,0,1,3,4,5
39.0,2015,1,7,0,1,1,1,1,0,1,2,2,2,2,2,8
39.0,2015,2,13,0,1,2,0,4,3,0,3,3,1,2,5,11
39.0,2015,3,8,0,1,3,2,2,2,2,0,3,2,3,4,10
39.0,2015,4,7,0,1,1,0,0,1,2,1,2,1,2,3,6
39.0,2016,1,7,0,2,2,2,3,0,3,3,0,1,3,2,11
39.0,2016,2,7,0,0,0,0,2,0,3,0,0,2,0,3,4
39.0,2016,3,8,0,0,0,0,3,0,1,1,1,0,2,5,3
39.0,2016,4,11,0,2,3,0,1,4,1,3,2,3,2,6,10
39.0,2017,1,12,0,1,3,1,0,3,0,1,3,5,5,2,15
39.0,2017,2,12,0,0,1,1,2,0,1,1,6,2,2,4,10
39.0,2017,3,16,1,2,1,1,0,4,3,2,8,1,3,10,11
39.0,2017,4,17,0,1,2,0,0,2,2,2,3,6,5,7,13
39.0,2018,1,16,0,0,2,0,4,0,2,3,4,3,2,9,9
39.0,2018,2,20,1,0,1,1,1,3,4,2,7,5,1,10,13
39.0,2018,3,22,0,2,1,1,1,5,3,2,7,5,3,12,14
39.0,2018,4,22,1,1,3,0,1,7,5,4,2,5,3,14,13
39.0,2019,1,13,0,0,1,0,0,2,3,3,5,1,0,9,5
40.0,2015,1,38,1,1,1,0,12,5,8,5,3,2,6,20,21
40.0,2015,2,12,0,1,3,0,1,1,1,1,5,2,5,6,10
40.0,2015,3,21,0,0,5,1,4,1,4,7,7,2,2,12,15
40.0,2015,4,23,0,4,3,2,1,6,5,6,4,6,4,14,18
40.0,2016,1,28,1,2,3,0,5,1,6,6,6,5,5,16,18
40.0,2016,2,21,0,2,4,4,7,2,5,4,6,2,5,13,18
40.0,2016,3,30,0,1,3,3,4,9,4,4,6,3,7,18,19
40.0,2016,4,25,0,1,2,2,2,6,2,5,6,4,5,12,18
40.0,2017,1,36,1,1,0,1,4,7,9,1,6,7,5,11,28
40.0,2017,2,27,0,2,3,1,3,7,3,4,1,5,10,16,17
40.0,2017,3,42,0,0,0,7,6,10,8,7,7,4,7,21,28
40.0,2017,4,88,0,1,3,3,19,12,12,9,8,18,17,47,48
40.0,2018,1,63,0,2,2,1,9,10,5,14,7,13,10,29,39
40.0,2018,2,64,0,0,3,1,9,11,7,8,9,9,15,29,39
40.0,2018,3,58,0,2,2,3,5,11,6,7,14,8,14,22,43
40.0,2018,4,77,1,2,0,4,9,5,17,13,14,9,17,33,51
40.0,2019,1,50,0,3,3,3,5,13,6,9,10,3,13,31,28
41.0,2015,1,40,0,1,5,1,4,8,7,6,7,5,10,14,33
41.0,2015,2,23,0,1,3,1,3,5,5,5,2,5,3,10,18
41.0,2015,3,29,0,1,3,0,4,5,3,6,5,8,2,14,19
41.0,2015,4,25,1,0,2,1,1,3,4,3,7,6,5,11,18
41.0,2016,1,43,0,1,2,1,7,7,9,8,7,5,4,21,26
41.0,2016,2,41,0,2,1,4,6,7,5,9,5,8,8,24,24
41.0,2016,3,40,0,0,3,1,5,7,7,7,10,4,4,22,22
41.0,2016,4,43,0,1,1,4,3,9,8,7,6,7,9,24,25
41.0,2017,1,63,0,1,2,1,4,10,8,12,10,9,14,26,41
41.0,2017,2,81,1,1,1,9,7,13,15,14,15,15,14,38,55
41.0,2017,3,78,1,2,1,3,6,13,8,18,13,11,16,38,47
41.0,2017,4,126,1,0,0,2,16,16,15,21,20,19,22,54,75
41.0,2018,1,106,0,2,2,3,8,19,13,23,24,16,10,50,63
41.0,2018,2,102,0,1,0,2,7,17,15,11,9,19,27,45,60
41.0,2018,3,106,0,8,1,1,9,20,13,18,23,8,25,48,68
41.0,2018,4,91,2,2,1,2,11,9,10,14,15,15,24,38,60
41.0,2019,1,61,0,0,0,1,4,8,11,11,12,11,5,26,36
42.0,2015,1,3,0,0,0,0,2,0,1,0,0,0,0,0,3
42.0,2015,2,2,0,1,0,0,3,0,0,0,0,0,0,2,1
42.0,2015,3,4,0,1,0,0,1,0,2,0,0,1,1,2,3
42.0,2015,4,2,0,0,1,0,0,1,0,1,1,0,0,0,3
42.0,2016,1,5,1,1,0,0,0,0,1,2,1,1,2,1,6
42.0,2016,2,6,0,1,0,0,0,2,0,0,1,2,2,3,4
42.0,2016,3,8,1,2,0,1,1,4,3,1,1,0,2,7,5
42.0,2016,4,6,0,0,0,1,1,0,0,3,0,1,2,2,5
42.0,2017,1,9,1,0,1,0,1,1,0,2,3,3,1,6,5
42.0,2017,2,9,0,1,1,0,1,1,2,2,2,2,1,5,6
42.0,2017,3,5,0,1,0,2,1,1,1,1,0,3,1,6,2
42.0,2017,4,15,0,1,0,0,5,1,1,3,1,0,5,6,10
42.0,2018,1,11,0,0,0,0,1,3,1,1,3,2,0,7,4
42.0,2018,2,14,1,0,0,1,2,2,0,4,3,4,1,6,10
42.0,2018,3,12,0,2,0,0,2,1,3,0,4,1,3,5,9
42.0,2018,4,12,0,0,0,0,0,2,0,3,4,3,0,5,7
42.0,2019,1,7,0,0,0,0,1,0,1,1,1,1,2,4,3
43.0,2015,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
43.0,2015,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2
43.0,2015,3,2,0,1,0,0,0,1,0,0,1,0,1,1,2
43.0,2016,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43.0,2016,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43.0,2016,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1
43.0,2017,1,1,0,1,1,0,0,0,0,1,2,0,0,2,1
43.0,2017,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2
43.0,2017,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1
43.0,2017,4,1,0,0,1,0,0,0,0,0,1,1,0,0,2
43.0,2018,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
43.0,2018,2,3,0,1,0,0,0,1,0,1,1,0,1,2,2
43.0,2018,3,5,0,0,0,0,1,0,0,0,1,3,0,2,3
43.0,2018,4,2,0,2,0,0,0,1,0,0,0,1,2,4,0
43.0,2019,1,3,0,0,0,0,1,0,0,0,1,0,1,0,3
44.0,2015,1,6,0,0,0,0,1,0,1,2,2,0,0,4,2
44.0,2015,2,2,0,1,0,0,1,0,0,0,2,0,0,2,1
44.0,2015,3,0,0,1,1,0,1,0,0,0,1,0,0,1,1
44.0,2015,4,1,0,1,0,0,0,0,0,1,1,0,0,1,1
44.0,2016,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
44.0,2016,2,4,0,0,0,0,0,0,0,2,2,0,0,1,3
44.0,2016,3,5,0,0,0,0,0,0,0,3,0,0,2,3,2
44.0,2016,4,6,0,0,2,1,1,2,2,0,3,0,1,4,5
44.0,2017,1,8,0,0,0,0,0,1,1,3,0,2,1,4,4
44.0,2017,2,6,0,0,1,0,0,2,0,2,1,1,1,5,2
44.0,2017,3,11,0,0,0,1,1,0,0,0,4,4,3,5,7
44.0,2017,4,13,0,1,0,0,1,1,3,3,0,4,2,7,7
44.0,2018,1,18,0,0,0,0,2,4,3,2,2,1,4,12,6
44.0,2018,2,25,0,0,0,0,1,5,3,5,6,4,1,8,17
44.0,2018,3,8,0,0,0,1,2,3,1,1,0,0,2,4,5
44.0,2018,4,23,0,0,0,1,1,2,7,3,1,4,6,10,14
44.0,2019,1,12,0,0,0,0,1,0,2,4,0,5,0,3,9
45.0,2015,1,4,0,1,2,0,4,0,1,0,1,1,0,4,3
45.0,2015,2,10,0,1,1,2,3,2,1,2,2,2,2,5,9
45.0,2015,3,3,0,1,2,0,1,1,0,1,3,0,0,1,5
45.0,2015,4,6,0,0,0,0,1,0,1,0,0,2,2,3,3
45.0,2016,1,5,0,1,2,0,0,3,0,2,0,3,0,3,5
45.0,2016,2,7,0,0,1,0,2,2,1,0,1,2,0,1,7
45.0,2016,3,12,0,0,2,0,2,4,2,3,0,2,1,2,12
45.0,2016,4,3,0,0,2,0,0,0,1,0,3,0,1,2,3
45.0,2017,1,3,0,0,2,0,1,0,2,1,0,0,1,2,3
45.0,2017,2,6,0,0,1,0,0,2,0,1,1,3,0,2,5
45.0,2017,3,13,0,0,1,0,3,3,1,2,1,2,2,5,9
45.0,2017,4,13,0,0,2,0,2,3,1,1,4,3,1,2,13
45.0,2018,1,11,0,0,0,0,1,0,1,3,3,2,1,3,8
45.0,2018,2,16,0,1,0,0,0,4,4,2,3,1,3,8,9
45.0,2018,3,22,0,0,2,0,3,3,2,2,6,5,3,10,14
45.0,2018,4,19,0,2,0,0,2,0,4,3,2,3,7,11,10
45.0,2019,1,12,0,0,1,0,1,2,0,5,2,1,2,8,5
46.0,2015,1,13,0,3,1,0,4,3,2,2,2,2,2,7,10
46.0,2015,2,10,0,1,1,0,1,2,2,2,2,0,3,4,8
46.0,2015,3,16,0,1,2,1,5,4,4,1,1,2,3,10,10
46.0,2015,4,14,0,2,0,0,2,4,3,2,1,2,2,9,7
46.0,2016,1,16,1,1,2,1,5,6,2,3,1,0,4,11,10
46.0,2016,2,18,0,3,6,1,2,6,3,1,2,7,7,9,19
46.0,2016,3,18,0,2,3,0,0,3,4,4,3,4,5,10,13
46.0,2016,4,16,0,0,1,0,1,2,3,4,2,2,3,8,9
46.0,2017,1,25,0,0,2,0,3,8,4,1,5,2,4,10,17
46.0,2017,2,26,0,2,4,1,6,5,6,3,7,3,3,9,24
46.0,2017,3,37,0,1,6,0,6,3,3,6,10,10,6,14,30
46.0,2017,4,34,0,1,3,0,7,6,3,5,6,7,4,9,29
46.0,2018,1,48,0,0,1,0,6,4,4,8,7,9,11,16,33
46.0,2018,2,47,0,7,1,1,4,6,14,8,7,4,13,28,28
46.0,2018,3,49,0,3,5,0,6,7,7,11,10,8,8,26,31
46.0,2018,4,58,0,2,5,0,8,10,14,10,6,6,11,27,37
46.0,2019,1,34,0,1,0,0,6,6,3,8,4,2,6,13,22
47.0,2015,1,10,0,0,1,0,1,0,3,6,0,0,1,2,9
47.0,2015,2,6,0,1,0,0,0,0,0,3,2,2,0,2,5
47.0,2015,3,4,0,0,2,1,1,0,1,1,2,1,1,2,5
47.0,2015,4,4,0,1,0,1,0,0,2,1,0,2,1,2,4
47.0,2016,1,18,0,0,0,0,0,7,3,2,3,1,2,8,10
47.0,2016,2,11,0,0,0,0,1,4,0,0,2,2,2,3,8
47.0,2016,3,19,0,1,0,0,5,1,6,4,2,2,0,6,14
47.0,2016,4,17,0,3,1,0,5,2,5,3,0,2,4,6,15
47.0,2017,1,33,0,3,2,1,4,9,1,6,6,6,7,18,21
47.0,2017,2,25,0,3,0,0,3,5,4,8,2,4,2,12,16
47.0,2017,3,38,0,1,1,0,2,5,5,6,7,9,6,15,25
47.0,2017,4,40,0,1,1,1,8,3,2,9,5,7,9,14,29
47.0,2018,1,42,0,3,0,1,6,4,5,10,7,10,4,25,21
47.0,2018,2,46,0,3,1,0,4,9,6,11,6,7,7,22,28
47.0,2018,3,62,0,1,4,0,8,9,10,9,9,13,9,26,41
47.0,2018,4,43,0,0,3,0,5,7,10,5,5,6,8,22,24
47.0,2019,1,25,0,0,1,0,2,4,7,4,5,3,1,10,16
48.0,2015,1,3,0,1,0,0,0,1,0,1,0,1,1,2,2
48.0,2015,2,3,0,1,1,0,0,0,1,2,0,2,0,0,5
48.0,2015,3,1,0,0,1,0,1,0,0,0,0,0,1,1,1
48.0,2015,4,3,0,1,0,1,0,1,0,0,2,1,1,1,4
48.0,2016,1,5,1,1,0,0,0,1,0,0,2,1,3,4,3
48.0,2016,2,6,0,1,0,0,0,1,1,1,1,1,2,2,5
48.0,2016,3,4,0,2,1,0,1,2,1,2,0,1,0,4,3
48.0,2016,4,5,0,1,0,0,3,0,0,1,0,1,1,4,2
48.0,2017,1,9,0,0,1,0,1,3,2,1,0,1,2,5,5
48.0,2017,2,4,0,1,2,2,4,2,1,0,0,0,2,3,6
48.0,2017,3,13,0,2,1,0,2,4,0,1,1,5,3,3,13
48.0,2017,4,12,0,0,3,0,2,1,3,3,0,3,3,6,9
48.0,2018,1,11,0,0,2,0,3,1,1,2,2,1,3,3,10
48.0,2018,2,7,0,2,1,0,1,1,2,1,2,1,2,3,7
48.0,2018,3,11,0,1,2,1,1,1,5,0,3,1,4,5,10
48.0,2018,4,10,1,0,0,0,1,2,2,0,2,2,2,6,5
48.0,2019,1,12,0,3,0,0,0,1,4,2,3,2,3,7,8
49.0,2015,1,9,0,0,0,1,0,1,2,1,1,3,2,4,6
49.0,2015,2,7,0,0,0,0,1,2,0,1,0,2,1,3,4
49.0,2015,3,3,0,0,0,1,0,1,0,0,1,2,0,2,2
49.0,2015,4,3,1,0,0,0,2,2,0,0,0,0,0,3,1
49.0,2016,1,9,0,0,0,0,1,1,1,2,0,0,4,3,6
49.0,2016,2,4,0,2,0,1,1,0,4,1,0,0,1,5,2
49.0,2016,3,5,1,0,0,0,1,0,1,0,0,1,3,2,4
49.0,2016,4,5,0,0,0,0,0,1,1,1,0,1,1,4,1
49.0,2017,1,16,1,0,0,0,0,3,2,5,2,0,5,6,11
49.0,2017,2,11,0,0,2,0,3,1,1,1,3,1,3,5,8
49.0,2017,3,20,0,0,0,0,2,5,2,2,3,3,3,9,11
49.0,2017,4,30,0,0,1,0,3,3,3,8,5,4,5,14,17
49.0,2018,1,30,0,1,0,0,1,8,1,7,6,5,3,10,21
49.0,2018,2,30,0,0,0,1,2,3,5,10,2,3,6,12,19
49.0,2018,3,28,0,0,1,0,4,5,3,4,6,4,3,14,15
49.0,2018,4,28,0,1,1,0,3,4,3,4,4,4,8,8,22
49.0,2019,1,19,0,0,0,1,1,2,2,6,6,1,2,6,14
50.0,2015,1,5,0,0,0,0,1,1,1,1,0,1,0,2,3
50.0,2015,2,3,1,0,1,0,1,0,2,0,1,1,0,3,2
50.0,2015,3,4,0,0,0,0,0,1,0,2,0,0,1,3,1
50.0,2015,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1
50.0,2016,1,7,0,1,0,0,0,1,1,2,0,2,2,6,2
50.0,2016,2,6,0,2,0,0,2,2,0,0,1,2,1,5,3
50.0,2016,3,6,0,0,1,0,0,2,1,1,1,2,0,2,5
50.0,2016,4,7,0,0,0,0,1,1,1,0,3,1,0,2,5
50.0,2017,1,10,0,0,0,0,1,1,3,2,0,1,2,3,7
50.0,2017,2,14,0,0,0,0,2,3,3,0,3,2,1,4,10
50.0,2017,3,17,0,2,1,0,2,1,4,2,3,4,4,6,14
50.0,2017,4,27,0,2,0,0,3,5,2,3,6,6,4,11,18
50.0,2018,1,22,0,0,0,0,2,2,2,6,5,2,3,10,12
50.0,2018,2,22,1,0,0,0,1,1,4,4,6,1,6,6,17
50.0,2018,3,22,0,1,0,0,2,4,2,4,4,3,4,9,14
50.0,2018,4,23,0,0,0,0,1,4,2,3,5,3,5,9,14
50.0,2019,1,15,0,0,0,0,3,2,1,4,1,2,2,6,9
51.0,2015,1,7,0,0,1,0,3,2,3,0,0,0,0,1,7
51.0,2015,2,9,0,0,0,1,0,1,4,4,1,0,0,3,7
51.0,2015,3,3,1,0,0,0,0,0,3,0,0,1,0,1,3
51.0,2015,4,7,0,1,0,0,1,1,2,1,0,1,2,4,4
51.0,2016,1,8,0,0,1,0,2,0,2,0,2,1,2,5,4
51.0,2016,2,10,0,0,1,0,3,3,1,2,0,0,2,3,8
51.0,2016,3,8,0,0,1,0,2,0,0,1,2,1,3,4,5
51.0,2016,4,11,0,1,0,0,2,2,0,3,1,2,2,6,6
51.0,2017,1,10,0,0,1,0,0,1,3,2,2,0,3,4,7
51.0,2017,2,11,0,0,0,0,3,2,1,1,2,2,0,1,10
51.0,2017,3,24,0,0,0,0,1,3,2,4,8,4,2,7,17
51.0,2017,4,25,0,0,1,0,4,5,0,7,3,4,3,8,18
51.0,2018,1,22,0,0,0,0,1,1,3,4,6,5,2,10,12
51.0,2018,2,36,0,1,0,0,1,3,7,7,9,6,4,19,18
51.0,2018,3,29,0,0,0,0,4,7,6,1,4,3,4,18,11
51.0,2018,4,32,0,0,1,1,2,5,1,5,9,6,6,11,23
51.0,2019,1,26,1,0,0,0,2,2,6,7,2,3,5,13,14
52.0,2015,1,27,0,0,0,1,2,2,4,5,4,4,7,12,16
52.0,2015,2,16,0,1,0,0,3,4,1,1,2,4,2,7,10
52.0,2015,3,15,0,1,0,0,4,2,2,2,2,1,3,5,11
52.0,2015,4,20,0,1,1,2,2,3,3,3,5,3,5,6,18
52.0,2016,1,28,0,0,1,1,1,2,4,4,10,3,6,15,15
52.0,2016,2,23,0,1,2,0,2,8,4,3,2,3,4,8,18
52.0,2016,3,34,0,2,2,0,5,5,4,4,7,3,10,11,27
52.0,2016,4,31,0,0,2,2,1,8,9,3,6,6,2,15,20
52.0,2017,1,40,1,0,3,2,7,7,4,6,8,8,6,13,33
52.0,2017,2,46,1,2,0,2,4,7,6,11,5,5,13,21,30
52.0,2017,3,59,0,0,2,1,3,12,8,13,7,9,10,27,35
52.0,2017,4,89,3,2,2,0,8,15,5,18,19,14,17,49,47
52.0,2018,1,103,0,0,0,1,6,21,14,23,11,13,16,44,60
