DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Población
68;Santander;Onzaga;68502;2007;Centros Poblados y Rural Disperso;4.254
68;Santander;Onzaga;68502;2007;Total;5.381
68;Santander;Palmar;68522;2007;Cabecera Municipal;420
68;Santander;Palmar;68522;2007;Centros Poblados y Rural Disperso;841
68;Santander;Palmar;68522;2007;Total;1.261
68;Santander;Palmas del Socorro;68524;2007;Cabecera Municipal;661
68;Santander;Palmas del Socorro;68524;2007;Centros Poblados y Rural Disperso;1.716
68;Santander;Palmas del Socorro;68524;2007;Total;2.377
68;Santander;Páramo;68533;2007;Cabecera Municipal;970
68;Santander;Páramo;68533;2007;Centros Poblados y Rural Disperso;3.090
68;Santander;Páramo;68533;2007;Total;4.060
68;Santander;Piedecuesta;68547;2007;Cabecera Municipal;104.073
68;Santander;Piedecuesta;68547;2007;Centros Poblados y Rural Disperso;25.458
68;Santander;Piedecuesta;68547;2007;Total;129.531
68;Santander;Pinchote;68549;2007;Cabecera Municipal;840
68;Santander;Pinchote;68549;2007;Centros Poblados y Rural Disperso;3.772
68;Santander;Pinchote;68549;2007;Total;4.612
68;Santander;Puente Nacional;68572;2007;Cabecera Municipal;4.863
68;Santander;Puente Nacional;68572;2007;Centros Poblados y Rural Disperso;9.881
68;Santander;Puente Nacional;68572;2007;Total;14.744
68;Santander;Puerto Parra;68573;2007;Cabecera Municipal;2.590
68;Santander;Puerto Parra;68573;2007;Centros Poblados y Rural Disperso;4.421
68;Santander;Puerto Parra;68573;2007;Total;7.011
68;Santander;Puerto Wilches;68575;2007;Cabecera Municipal;13.518
68;Santander;Puerto Wilches;68575;2007;Centros Poblados y Rural Disperso;15.423
68;Santander;Puerto Wilches;68575;2007;Total;28.941
68;Santander;Rionegro;68615;2007;Cabecera Municipal;5.582
68;Santander;Rionegro;68615;2007;Centros Poblados y Rural Disperso;21.321
68;Santander;Rionegro;68615;2007;Total;26.903
68;Santander;Sabana de Torres;68655;2007;Cabecera Municipal;18.745
68;Santander;Sabana de Torres;68655;2007;Centros Poblados y Rural Disperso;9.962
68;Santander;Sabana de Torres;68655;2007;Total;28.707
68;Santander;San Andrés;68669;2007;Cabecera Municipal;2.967
68;Santander;San Andrés;68669;2007;Centros Poblados y Rural Disperso;7.107
68;Santander;San Andrés;68669;2007;Total;10.074
68;Santander;San Benito;68673;2007;Cabecera Municipal;253
68;Santander;San Benito;68673;2007;Centros Poblados y Rural Disperso;2.918
68;Santander;San Benito;68673;2007;Total;3.171
68;Santander;San Gil;68679;2007;Cabecera Municipal;40.514
68;Santander;San Gil;68679;2007;Centros Poblados y Rural Disperso;7.143
68;Santander;San Gil;68679;2007;Total;47.657
68;Santander;San Joaquín;68682;2007;Cabecera Municipal;727
68;Santander;San Joaquín;68682;2007;Centros Poblados y Rural Disperso;1.999
68;Santander;San Joaquín;68682;2007;Total;2.726
68;Santander;San José de Miranda;68684;2007;Cabecera Municipal;862
68;Santander;San José de Miranda;68684;2007;Centros Poblados y Rural Disperso;4.370
68;Santander;San José de Miranda;68684;2007;Total;5.232
68;Santander;San Miguel;68686;2007;Cabecera Municipal;562
68;Santander;San Miguel;68686;2007;Centros Poblados y Rural Disperso;2.536
68;Santander;San Miguel;68686;2007;Total;3.098
68;Santander;San Vicente de Chucurí;68689;2007;Cabecera Municipal;11.512
68;Santander;San Vicente de Chucurí;68689;2007;Centros Poblados y Rural Disperso;23.435
68;Santander;San Vicente de Chucurí;68689;2007;Total;34.947
68;Santander;Santa Bárbara;68705;2007;Cabecera Municipal;241
68;Santander;Santa Bárbara;68705;2007;Centros Poblados y Rural Disperso;2.110
68;Santander;Santa Bárbara;68705;2007;Total;2.351
68;Santander;Santa Helena del Opón;68720;2007;Cabecera Municipal;604
68;Santander;Santa Helena del Opón;68720;2007;Centros Poblados y Rural Disperso;3.214
68;Santander;Santa Helena del Opón;68720;2007;Total;3.818
68;Santander;Simacota;68745;2007;Cabecera Municipal;1.943
68;Santander;Simacota;68745;2007;Centros Poblados y Rural Disperso;8.050
68;Santander;Simacota;68745;2007;Total;9.993
68;Santander;Socorro;68755;2007;Cabecera Municipal;22.853
68;Santander;Socorro;68755;2007;Centros Poblados y Rural Disperso;5.734
68;Santander;Socorro;68755;2007;Total;28.587
68;Santander;Suaita;68770;2007;Cabecera Municipal;2.026
68;Santander;Suaita;68770;2007;Centros Poblados y Rural Disperso;8.266
68;Santander;Suaita;68770;2007;Total;10.292
68;Santander;Sucre;68773;2007;Cabecera Municipal;508
68;Santander;Sucre;68773;2007;Centros Poblados y Rural Disperso;8.200
68;Santander;Sucre;68773;2007;Total;8.708
68;Santander;Suratá;68780;2007;Cabecera Municipal;822
68;Santander;Suratá;68780;2007;Centros Poblados y Rural Disperso;3.417
68;Santander;Suratá;68780;2007;Total;4.239
68;Santander;Tona;68820;2007;Cabecera Municipal;484
68;Santander;Tona;68820;2007;Centros Poblados y Rural Disperso;6.296
68;Santander;Tona;68820;2007;Total;6.780
68;Santander;Valle de San José;68855;2007;Cabecera Municipal;1.990
68;Santander;Valle de San José;68855;2007;Centros Poblados y Rural Disperso;3.621
68;Santander;Valle de San José;68855;2007;Total;5.611
68;Santander;Vélez;68861;2007;Cabecera Municipal;11.283
68;Santander;Vélez;68861;2007;Centros Poblados y Rural Disperso;10.267
68;Santander;Vélez;68861;2007;Total;21.550
68;Santander;Vetas;68867;2007;Cabecera Municipal;675
68;Santander;Vetas;68867;2007;Centros Poblados y Rural Disperso;1.292
68;Santander;Vetas;68867;2007;Total;1.967
68;Santander;Villanueva;68872;2007;Cabecera Municipal;3.746
68;Santander;Villanueva;68872;2007;Centros Poblados y Rural Disperso;3.702
68;Santander;Villanueva;68872;2007;Total;7.448
68;Santander;Zapatoca;68895;2007;Cabecera Municipal;6.205
68;Santander;Zapatoca;68895;2007;Centros Poblados y Rural Disperso;3.513
68;Santander;Zapatoca;68895;2007;Total;9.718
70;Sucre;Sincelejo;70001;2007;Cabecera Municipal;218.748
70;Sucre;Sincelejo;70001;2007;Centros Poblados y Rural Disperso;22.632
70;Sucre;Sincelejo;70001;2007;Total;241.380
70;Sucre;Buenavista;70110;2007;Cabecera Municipal;7.544
70;Sucre;Buenavista;70110;2007;Centros Poblados y Rural Disperso;1.714
70;Sucre;Buenavista;70110;2007;Total;9.258
70;Sucre;Caimito;70124;2007;Cabecera Municipal;3.444
70;Sucre;Caimito;70124;2007;Centros Poblados y Rural Disperso;9.073
70;Sucre;Caimito;70124;2007;Total;12.517
70;Sucre;Coloso;70204;2007;Cabecera Municipal;3.911
70;Sucre;Coloso;70204;2007;Centros Poblados y Rural Disperso;4.772
70;Sucre;Coloso;70204;2007;Total;8.683
70;Sucre;Corozal;70215;2007;Cabecera Municipal;46.844
70;Sucre;Corozal;70215;2007;Centros Poblados y Rural Disperso;14.819
70;Sucre;Corozal;70215;2007;Total;61.663
70;Sucre;Coveñas;70221;2007;Cabecera Municipal;6.423
70;Sucre;Coveñas;70221;2007;Centros Poblados y Rural Disperso;9.534
70;Sucre;Coveñas;70221;2007;Total;15.957
70;Sucre;Chalán;70230;2007;Cabecera Municipal;2.687
70;Sucre;Chalán;70230;2007;Centros Poblados y Rural Disperso;1.613
70;Sucre;Chalán;70230;2007;Total;4.300
70;Sucre;El Roble;70233;2007;Cabecera Municipal;4.444
70;Sucre;El Roble;70233;2007;Centros Poblados y Rural Disperso;5.902
70;Sucre;El Roble;70233;2007;Total;10.346
70;Sucre;Galeras;70235;2007;Cabecera Municipal;10.702
70;Sucre;Galeras;70235;2007;Centros Poblados y Rural Disperso;7.831
70;Sucre;Galeras;70235;2007;Total;18.533
70;Sucre;Guaranda;70265;2007;Cabecera Municipal;6.108
70;Sucre;Guaranda;70265;2007;Centros Poblados y Rural Disperso;8.908
70;Sucre;Guaranda;70265;2007;Total;15.016
70;Sucre;La Unión;70400;2007;Cabecera Municipal;5.156
70;Sucre;La Unión;70400;2007;Centros Poblados y Rural Disperso;5.333
70;Sucre;La Unión;70400;2007;Total;10.489
70;Sucre;Los Palmitos;70418;2007;Cabecera Municipal;9.711
70;Sucre;Los Palmitos;70418;2007;Centros Poblados y Rural Disperso;10.562
70;Sucre;Los Palmitos;70418;2007;Total;20.273
70;Sucre;Majagual;70429;2007;Cabecera Municipal;8.352
70;Sucre;Majagual;70429;2007;Centros Poblados y Rural Disperso;22.659
70;Sucre;Majagual;70429;2007;Total;31.011
70;Sucre;Morroa;70473;2007;Cabecera Municipal;7.459
70;Sucre;Morroa;70473;2007;Centros Poblados y Rural Disperso;5.634
70;Sucre;Morroa;70473;2007;Total;13.093
70;Sucre;Ovejas;70508;2007;Cabecera Municipal;10.977
70;Sucre;Ovejas;70508;2007;Centros Poblados y Rural Disperso;11.198
70;Sucre;Ovejas;70508;2007;Total;22.175
70;Sucre;Palmito;70523;2007;Cabecera Municipal;4.252
70;Sucre;Palmito;70523;2007;Centros Poblados y Rural Disperso;6.451
70;Sucre;Palmito;70523;2007;Total;10.703
70;Sucre;Sampués;70670;2007;Cabecera Municipal;20.038
70;Sucre;Sampués;70670;2007;Centros Poblados y Rural Disperso;17.502
70;Sucre;Sampués;70670;2007;Total;37.540
70;Sucre;San Benito Abad;70678;2007;Cabecera Municipal;5.310
70;Sucre;San Benito Abad;70678;2007;Centros Poblados y Rural Disperso;21.318
70;Sucre;San Benito Abad;70678;2007;Total;26.628
70;Sucre;San Juan de Betulia;70702;2007;Cabecera Municipal;6.342
70;Sucre;San Juan de Betulia;70702;2007;Centros Poblados y Rural Disperso;5.549
70;Sucre;San Juan de Betulia;70702;2007;Total;11.891
70;Sucre;San Marcos;70708;2007;Cabecera Municipal;29.218
70;Sucre;San Marcos;70708;2007;Centros Poblados y Rural Disperso;20.090
70;Sucre;San Marcos;70708;2007;Total;49.308
70;Sucre;San Onofre;70713;2007;Cabecera Municipal;17.110
70;Sucre;San Onofre;70713;2007;Centros Poblados y Rural Disperso;29.283
70;Sucre;San Onofre;70713;2007;Total;46.393
70;Sucre;San Pedro;70717;2007;Cabecera Municipal;11.906
70;Sucre;San Pedro;70717;2007;Centros Poblados y Rural Disperso;5.793
70;Sucre;San Pedro;70717;2007;Total;17.699
70;Sucre;San Luis de Sincé;70742;2007;Cabecera Municipal;21.638
70;Sucre;San Luis de Sincé;70742;2007;Centros Poblados y Rural Disperso;9.668
70;Sucre;San Luis de Sincé;70742;2007;Total;31.306
70;Sucre;Sucre;70771;2007;Cabecera Municipal;6.284
70;Sucre;Sucre;70771;2007;Centros Poblados y Rural Disperso;19.171
70;Sucre;Sucre;70771;2007;Total;25.455
70;Sucre;Santiago de Tolú;70820;2007;Cabecera Municipal;23.167
70;Sucre;Santiago de Tolú;70820;2007;Centros Poblados y Rural Disperso;7.584
70;Sucre;Santiago de Tolú;70820;2007;Total;30.751
70;Sucre;Tolú Viejo;70823;2007;Cabecera Municipal;5.780
70;Sucre;Tolú Viejo;70823;2007;Centros Poblados y Rural Disperso;12.700
70;Sucre;Tolú Viejo;70823;2007;Total;18.480
73;Tolima;Ibagué;73001;2007;Cabecera Municipal;450.335
73;Tolima;Ibagué;73001;2007;Centros Poblados y Rural Disperso;32.560
73;Tolima;Ibagué;73001;2007;Total;482.895
73;Tolima;Alpujarra;73024;2007;Cabecera Municipal;2.074
73;Tolima;Alpujarra;73024;2007;Centros Poblados y Rural Disperso;3.047
73;Tolima;Alpujarra;73024;2007;Total;5.121
73;Tolima;Alvarado;73026;2007;Cabecera Municipal;3.041
73;Tolima;Alvarado;73026;2007;Centros Poblados y Rural Disperso;5.889
73;Tolima;Alvarado;73026;2007;Total;8.930
73;Tolima;Ambalema;73030;2007;Cabecera Municipal;5.620
73;Tolima;Ambalema;73030;2007;Centros Poblados y Rural Disperso;1.802
73;Tolima;Ambalema;73030;2007;Total;7.422
73;Tolima;Anzoátegui;73043;2007;Cabecera Municipal;1.855
73;Tolima;Anzoátegui;73043;2007;Centros Poblados y Rural Disperso;8.472
73;Tolima;Anzoátegui;73043;2007;Total;10.327
73;Tolima;Armero;73055;2007;Cabecera Municipal;9.213
73;Tolima;Armero;73055;2007;Centros Poblados y Rural Disperso;4.647
73;Tolima;Armero;73055;2007;Total;13.860
73;Tolima;Ataco;73067;2007;Cabecera Municipal;4.657
73;Tolima;Ataco;73067;2007;Centros Poblados y Rural Disperso;15.696
73;Tolima;Ataco;73067;2007;Total;20.353
73;Tolima;Cajamarca;73124;2007;Cabecera Municipal;9.443
73;Tolima;Cajamarca;73124;2007;Centros Poblados y Rural Disperso;9.580
73;Tolima;Cajamarca;73124;2007;Total;19.023
73;Tolima;Carmen de Apicalá;73148;2007;Cabecera Municipal;6.603
73;Tolima;Carmen de Apicalá;73148;2007;Centros Poblados y Rural Disperso;2.362
73;Tolima;Carmen de Apicalá;73148;2007;Total;8.965
73;Tolima;Casabianca;73152;2007;Cabecera Municipal;1.761
73;Tolima;Casabianca;73152;2007;Centros Poblados y Rural Disperso;5.054
73;Tolima;Casabianca;73152;2007;Total;6.815
73;Tolima;Chaparral;73168;2007;Cabecera Municipal;27.109
73;Tolima;Chaparral;73168;2007;Centros Poblados y Rural Disperso;22.765
73;Tolima;Chaparral;73168;2007;Total;49.874
73;Tolima;Coello;73200;2007;Cabecera Municipal;1.426
73;Tolima;Coello;73200;2007;Centros Poblados y Rural Disperso;7.208
73;Tolima;Coello;73200;2007;Total;8.634
73;Tolima;Coyaima;73217;2007;Cabecera Municipal;3.628
73;Tolima;Coyaima;73217;2007;Centros Poblados y Rural Disperso;20.448
73;Tolima;Coyaima;73217;2007;Total;24.076
73;Tolima;Cunday;73226;2007;Cabecera Municipal;2.636
73;Tolima;Cunday;73226;2007;Centros Poblados y Rural Disperso;8.496
73;Tolima;Cunday;73226;2007;Total;11.132
73;Tolima;Dolores;73236;2007;Cabecera Municipal;3.956
73;Tolima;Dolores;73236;2007;Centros Poblados y Rural Disperso;5.440
73;Tolima;Dolores;73236;2007;Total;9.396
73;Tolima;Espinal;73268;2007;Cabecera Municipal;50.295
73;Tolima;Espinal;73268;2007;Centros Poblados y Rural Disperso;19.442
73;Tolima;Espinal;73268;2007;Total;69.737
73;Tolima;Falan;73270;2007;Cabecera Municipal;1.847
73;Tolima;Falan;73270;2007;Centros Poblados y Rural Disperso;7.779
73;Tolima;Falan;73270;2007;Total;9.626
73;Tolima;Flandes;73275;2007;Cabecera Municipal;23.912
73;Tolima;Flandes;73275;2007;Centros Poblados y Rural Disperso;4.052
73;Tolima;Flandes;73275;2007;Total;27.964
73;Tolima;Fresno;73283;2007;Cabecera Municipal;15.207
73;Tolima;Fresno;73283;2007;Centros Poblados y Rural Disperso;16.222
73;Tolima;Fresno;73283;2007;Total;31.429
73;Tolima;Guamo;73319;2007;Cabecera Municipal;16.829
73;Tolima;Guamo;73319;2007;Centros Poblados y Rural Disperso;17.644
73;Tolima;Guamo;73319;2007;Total;34.473
73;Tolima;Herveo;73347;2007;Cabecera Municipal;2.368
73;Tolima;Herveo;73347;2007;Centros Poblados y Rural Disperso;6.251
73;Tolima;Herveo;73347;2007;Total;8.619
73;Tolima;Honda;73349;2007;Cabecera Municipal;25.918
73;Tolima;Honda;73349;2007;Centros Poblados y Rural Disperso;1.072
73;Tolima;Honda;73349;2007;Total;26.990
73;Tolima;Icononzo;73352;2007;Cabecera Municipal;3.852
73;Tolima;Icononzo;73352;2007;Centros Poblados y Rural Disperso;7.896
73;Tolima;Icononzo;73352;2007;Total;11.748
73;Tolima;Lérida;73408;2007;Cabecera Municipal;12.823
73;Tolima;Lérida;73408;2007;Centros Poblados y Rural Disperso;4.928
73;Tolima;Lérida;73408;2007;Total;17.751
73;Tolima;Líbano;73411;2007;Cabecera Municipal;25.113
73;Tolima;Líbano;73411;2007;Centros Poblados y Rural Disperso;15.046
73;Tolima;Líbano;73411;2007;Total;40.159
73;Tolima;Mariquita;73443;2007;Cabecera Municipal;25.817
73;Tolima;Mariquita;73443;2007;Centros Poblados y Rural Disperso;9.501
73;Tolima;Mariquita;73443;2007;Total;35.318
73;Tolima;Melgar;73449;2007;Cabecera Municipal;25.911
73;Tolima;Melgar;73449;2007;Centros Poblados y Rural Disperso;6.061
73;Tolima;Melgar;73449;2007;Total;31.972
73;Tolima;Murillo;73461;2007;Cabecera Municipal;1.543
73;Tolima;Murillo;73461;2007;Centros Poblados y Rural Disperso;2.309
73;Tolima;Murillo;73461;2007;Total;3.852
73;Tolima;Natagaima;73483;2007;Cabecera Municipal;8.911
73;Tolima;Natagaima;73483;2007;Centros Poblados y Rural Disperso;8.110
73;Tolima;Natagaima;73483;2007;Total;17.021
73;Tolima;Ortega;73504;2007;Cabecera Municipal;6.871
73;Tolima;Ortega;73504;2007;Centros Poblados y Rural Disperso;27.444
73;Tolima;Ortega;73504;2007;Total;34.315
73;Tolima;Palocabildo;73520;2007;Cabecera Municipal;3.277
73;Tolima;Palocabildo;73520;2007;Centros Poblados y Rural Disperso;8.447
73;Tolima;Palocabildo;73520;2007;Total;11.724
73;Tolima;Piedras;73547;2007;Cabecera Municipal;2.173
73;Tolima;Piedras;73547;2007;Centros Poblados y Rural Disperso;4.266
73;Tolima;Piedras;73547;2007;Total;6.439
73;Tolima;Planadas;73555;2007;Cabecera Municipal;6.703
73;Tolima;Planadas;73555;2007;Centros Poblados y Rural Disperso;18.663
73;Tolima;Planadas;73555;2007;Total;25.366
73;Tolima;Prado;73563;2007;Cabecera Municipal;3.657
73;Tolima;Prado;73563;2007;Centros Poblados y Rural Disperso;5.437
73;Tolima;Prado;73563;2007;Total;9.094
73;Tolima;Purificación;73585;2007;Cabecera Municipal;12.785
73;Tolima;Purificación;73585;2007;Centros Poblados y Rural Disperso;11.502
73;Tolima;Purificación;73585;2007;Total;24.287
73;Tolima;Rioblanco;73616;2007;Cabecera Municipal;3.773
73;Tolima;Rioblanco;73616;2007;Centros Poblados y Rural Disperso;20.033
73;Tolima;Rioblanco;73616;2007;Total;23.806
73;Tolima;Roncesvalles;73622;2007;Cabecera Municipal;1.951
73;Tolima;Roncesvalles;73622;2007;Centros Poblados y Rural Disperso;3.905
73;Tolima;Roncesvalles;73622;2007;Total;5.856
73;Tolima;Rovira;73624;2007;Cabecera Municipal;9.670
73;Tolima;Rovira;73624;2007;Centros Poblados y Rural Disperso;13.103
73;Tolima;Rovira;73624;2007;Total;22.773
73;Tolima;Saldaña;73671;2007;Cabecera Municipal;8.287
73;Tolima;Saldaña;73671;2007;Centros Poblados y Rural Disperso;6.287
73;Tolima;Saldaña;73671;2007;Total;14.574
73;Tolima;San Antonio;73675;2007;Cabecera Municipal;4.742
73;Tolima;San Antonio;73675;2007;Centros Poblados y Rural Disperso;10.210
73;Tolima;San Antonio;73675;2007;Total;14.952
73;Tolima;San Luis;73678;2007;Cabecera Municipal;3.686
73;Tolima;San Luis;73678;2007;Centros Poblados y Rural Disperso;10.317
73;Tolima;San Luis;73678;2007;Total;14.003
73;Tolima;Santa Isabel;73686;2007;Cabecera Municipal;2.303
73;Tolima;Santa Isabel;73686;2007;Centros Poblados y Rural Disperso;4.088
73;Tolima;Santa Isabel;73686;2007;Total;6.391
73;Tolima;Suárez;73770;2007;Cabecera Municipal;1.597
73;Tolima;Suárez;73770;2007;Centros Poblados y Rural Disperso;2.567
73;Tolima;Suárez;73770;2007;Total;4.164
73;Tolima;Valle de San Juan;73854;2007;Cabecera Municipal;2.061
73;Tolima;Valle de San Juan;73854;2007;Centros Poblados y Rural Disperso;3.526
73;Tolima;Valle de San Juan;73854;2007;Total;5.587
73;Tolima;Venadillo;73861;2007;Cabecera Municipal;9.105
73;Tolima;Venadillo;73861;2007;Centros Poblados y Rural Disperso;4.863
73;Tolima;Venadillo;73861;2007;Total;13.968
73;Tolima;Villahermosa;73870;2007;Cabecera Municipal;3.493
73;Tolima;Villahermosa;73870;2007;Centros Poblados y Rural Disperso;7.163
73;Tolima;Villahermosa;73870;2007;Total;10.656
73;Tolima;Villarrica;73873;2007;Cabecera Municipal;2.352
73;Tolima;Villarrica;73873;2007;Centros Poblados y Rural Disperso;4.161
73;Tolima;Villarrica;73873;2007;Total;6.513
76;Valle del Cauca;Cali;76001;2007;Cabecera Municipal;2.067.628
76;Valle del Cauca;Cali;76001;2007;Centros Poblados y Rural Disperso;46.902
76;Valle del Cauca;Cali;76001;2007;Total;2.114.530
76;Valle del Cauca;Alcalá;76020;2007;Cabecera Municipal;9.898
76;Valle del Cauca;Alcalá;76020;2007;Centros Poblados y Rural Disperso;4.838
76;Valle del Cauca;Alcalá;76020;2007;Total;14.736
76;Valle del Cauca;Andalucía;76036;2007;Cabecera Municipal;16.510
76;Valle del Cauca;Andalucía;76036;2007;Centros Poblados y Rural Disperso;5.440
76;Valle del Cauca;Andalucía;76036;2007;Total;21.950
76;Valle del Cauca;Ansermanuevo;76041;2007;Cabecera Municipal;10.166
76;Valle del Cauca;Ansermanuevo;76041;2007;Centros Poblados y Rural Disperso;8.810
76;Valle del Cauca;Ansermanuevo;76041;2007;Total;18.976
76;Valle del Cauca;Argelia;76054;2007;Cabecera Municipal;3.170
