DP;DPNOM;DPMP;MPIO;year;area geografica;Poblacion
13;Bolívar;Soplaviento;13760;2035;Total;15.769
13;Bolívar;Talaigua Nuevo;13780;2035;Cabecera Municipal;8.145
13;Bolívar;Talaigua Nuevo;13780;2035;Centros Poblados y Rural Disperso;8.850
13;Bolívar;Talaigua Nuevo;13780;2035;Total;16.995
13;Bolívar;Tiquisio;13810;2035;Cabecera Municipal;5.918
13;Bolívar;Tiquisio;13810;2035;Centros Poblados y Rural Disperso;11.436
13;Bolívar;Tiquisio;13810;2035;Total;17.354
13;Bolívar;Turbaco;13836;2035;Cabecera Municipal;132.009
13;Bolívar;Turbaco;13836;2035;Centros Poblados y Rural Disperso;12.895
13;Bolívar;Turbaco;13836;2035;Total;144.904
13;Bolívar;Turbaná;13838;2035;Cabecera Municipal;14.065
13;Bolívar;Turbaná;13838;2035;Centros Poblados y Rural Disperso;4.989
13;Bolívar;Turbaná;13838;2035;Total;19.054
13;Bolívar;Villanueva;13873;2035;Cabecera Municipal;30.792
13;Bolívar;Villanueva;13873;2035;Centros Poblados y Rural Disperso;4.714
13;Bolívar;Villanueva;13873;2035;Total;35.506
13;Bolívar;Zambrano;13894;2035;Cabecera Municipal;12.730
13;Bolívar;Zambrano;13894;2035;Centros Poblados y Rural Disperso;1.850
13;Bolívar;Zambrano;13894;2035;Total;14.580
15;Boyacá;Tunja;15001;2035;Cabecera Municipal;201.233
15;Boyacá;Tunja;15001;2035;Centros Poblados y Rural Disperso;7.542
15;Boyacá;Tunja;15001;2035;Total;208.775
15;Boyacá;Almeida;15022;2035;Cabecera Municipal;368
15;Boyacá;Almeida;15022;2035;Centros Poblados y Rural Disperso;1.161
15;Boyacá;Almeida;15022;2035;Total;1.529
15;Boyacá;Aquitania;15047;2035;Cabecera Municipal;6.298
15;Boyacá;Aquitania;15047;2035;Centros Poblados y Rural Disperso;7.932
15;Boyacá;Aquitania;15047;2035;Total;14.230
15;Boyacá;Arcabuco;15051;2035;Cabecera Municipal;3.237
15;Boyacá;Arcabuco;15051;2035;Centros Poblados y Rural Disperso;3.693
15;Boyacá;Arcabuco;15051;2035;Total;6.930
15;Boyacá;Belén;15087;2035;Cabecera Municipal;4.940
15;Boyacá;Belén;15087;2035;Centros Poblados y Rural Disperso;2.565
15;Boyacá;Belén;15087;2035;Total;7.505
15;Boyacá;Berbeo;15090;2035;Cabecera Municipal;521
15;Boyacá;Berbeo;15090;2035;Centros Poblados y Rural Disperso;1.044
15;Boyacá;Berbeo;15090;2035;Total;1.565
15;Boyacá;Betéitiva;15092;2035;Cabecera Municipal;326
15;Boyacá;Betéitiva;15092;2035;Centros Poblados y Rural Disperso;1.135
15;Boyacá;Betéitiva;15092;2035;Total;1.461
15;Boyacá;Boavita;15097;2035;Cabecera Municipal;2.673
15;Boyacá;Boavita;15097;2035;Centros Poblados y Rural Disperso;2.383
15;Boyacá;Boavita;15097;2035;Total;5.056
15;Boyacá;Boyacá;15104;2035;Cabecera Municipal;1.075
15;Boyacá;Boyacá;15104;2035;Centros Poblados y Rural Disperso;4.088
15;Boyacá;Boyacá;15104;2035;Total;5.163
15;Boyacá;Briceño;15106;2035;Cabecera Municipal;612
15;Boyacá;Briceño;15106;2035;Centros Poblados y Rural Disperso;1.545
15;Boyacá;Briceño;15106;2035;Total;2.157
15;Boyacá;Buenavista;15109;2035;Cabecera Municipal;1.010
15;Boyacá;Buenavista;15109;2035;Centros Poblados y Rural Disperso;3.308
15;Boyacá;Buenavista;15109;2035;Total;4.318
15;Boyacá;Busbanzá;15114;2035;Cabecera Municipal;775
15;Boyacá;Busbanzá;15114;2035;Centros Poblados y Rural Disperso;780
15;Boyacá;Busbanzá;15114;2035;Total;1.555
15;Boyacá;Caldas;15131;2035;Cabecera Municipal;306
15;Boyacá;Caldas;15131;2035;Centros Poblados y Rural Disperso;1.957
15;Boyacá;Caldas;15131;2035;Total;2.263
15;Boyacá;Campohermoso;15135;2035;Cabecera Municipal;987
15;Boyacá;Campohermoso;15135;2035;Centros Poblados y Rural Disperso;2.098
15;Boyacá;Campohermoso;15135;2035;Total;3.085
15;Boyacá;Cerinza;15162;2035;Cabecera Municipal;1.592
15;Boyacá;Cerinza;15162;2035;Centros Poblados y Rural Disperso;1.544
15;Boyacá;Cerinza;15162;2035;Total;3.136
15;Boyacá;Chinavita;15172;2035;Cabecera Municipal;1.199
15;Boyacá;Chinavita;15172;2035;Centros Poblados y Rural Disperso;1.491
15;Boyacá;Chinavita;15172;2035;Total;2.690
15;Boyacá;Chiquinquirá;15176;2035;Cabecera Municipal;53.048
15;Boyacá;Chiquinquirá;15176;2035;Centros Poblados y Rural Disperso;6.011
15;Boyacá;Chiquinquirá;15176;2035;Total;59.059
15;Boyacá;Chiscas;15180;2035;Cabecera Municipal;1.099
15;Boyacá;Chiscas;15180;2035;Centros Poblados y Rural Disperso;2.834
15;Boyacá;Chiscas;15180;2035;Total;3.933
15;Boyacá;Chita;15183;2035;Cabecera Municipal;2.469
15;Boyacá;Chita;15183;2035;Centros Poblados y Rural Disperso;5.475
15;Boyacá;Chita;15183;2035;Total;7.944
15;Boyacá;Chitaraque;15185;2035;Cabecera Municipal;1.485
15;Boyacá;Chitaraque;15185;2035;Centros Poblados y Rural Disperso;4.250
15;Boyacá;Chitaraque;15185;2035;Total;5.735
15;Boyacá;Chivatá;15187;2035;Cabecera Municipal;616
15;Boyacá;Chivatá;15187;2035;Centros Poblados y Rural Disperso;2.123
15;Boyacá;Chivatá;15187;2035;Total;2.739
15;Boyacá;Ciénega;15189;2035;Cabecera Municipal;1.306
15;Boyacá;Ciénega;15189;2035;Centros Poblados y Rural Disperso;2.699
15;Boyacá;Ciénega;15189;2035;Total;4.005
15;Boyacá;Cómbita;15204;2035;Cabecera Municipal;2.012
15;Boyacá;Cómbita;15204;2035;Centros Poblados y Rural Disperso;11.046
15;Boyacá;Cómbita;15204;2035;Total;13.058
15;Boyacá;Coper;15212;2035;Cabecera Municipal;927
15;Boyacá;Coper;15212;2035;Centros Poblados y Rural Disperso;2.094
15;Boyacá;Coper;15212;2035;Total;3.021
15;Boyacá;Corrales;15215;2035;Cabecera Municipal;1.686
15;Boyacá;Corrales;15215;2035;Centros Poblados y Rural Disperso;837
15;Boyacá;Corrales;15215;2035;Total;2.523
15;Boyacá;Covarachía;15218;2035;Cabecera Municipal;660
15;Boyacá;Covarachía;15218;2035;Centros Poblados y Rural Disperso;2.107
15;Boyacá;Covarachía;15218;2035;Total;2.767
15;Boyacá;Cubará;15223;2035;Cabecera Municipal;4.197
15;Boyacá;Cubará;15223;2035;Centros Poblados y Rural Disperso;11.494
15;Boyacá;Cubará;15223;2035;Total;15.691
15;Boyacá;Cucaita;15224;2035;Cabecera Municipal;1.693
15;Boyacá;Cucaita;15224;2035;Centros Poblados y Rural Disperso;2.008
15;Boyacá;Cucaita;15224;2035;Total;3.701
15;Boyacá;Cuítiva;15226;2035;Cabecera Municipal;350
15;Boyacá;Cuítiva;15226;2035;Centros Poblados y Rural Disperso;1.401
15;Boyacá;Cuítiva;15226;2035;Total;1.751
15;Boyacá;Chíquiza;15232;2035;Cabecera Municipal;567
15;Boyacá;Chíquiza;15232;2035;Centros Poblados y Rural Disperso;4.028
15;Boyacá;Chíquiza;15232;2035;Total;4.595
15;Boyacá;Chivor;15236;2035;Cabecera Municipal;949
15;Boyacá;Chivor;15236;2035;Centros Poblados y Rural Disperso;1.948
15;Boyacá;Chivor;15236;2035;Total;2.897
15;Boyacá;Duitama;15238;2035;Cabecera Municipal;136.775
15;Boyacá;Duitama;15238;2035;Centros Poblados y Rural Disperso;14.540
15;Boyacá;Duitama;15238;2035;Total;151.315
15;Boyacá;El Cocuy;15244;2035;Cabecera Municipal;2.460
15;Boyacá;El Cocuy;15244;2035;Centros Poblados y Rural Disperso;1.757
15;Boyacá;El Cocuy;15244;2035;Total;4.217
15;Boyacá;El Espino;15248;2035;Cabecera Municipal;1.526
15;Boyacá;El Espino;15248;2035;Centros Poblados y Rural Disperso;1.515
15;Boyacá;El Espino;15248;2035;Total;3.041
15;Boyacá;Firavitoba;15272;2035;Cabecera Municipal;3.120
15;Boyacá;Firavitoba;15272;2035;Centros Poblados y Rural Disperso;4.191
15;Boyacá;Firavitoba;15272;2035;Total;7.311
15;Boyacá;Floresta;15276;2035;Cabecera Municipal;1.385
15;Boyacá;Floresta;15276;2035;Centros Poblados y Rural Disperso;1.858
15;Boyacá;Floresta;15276;2035;Total;3.243
15;Boyacá;Gachantivá;15293;2035;Cabecera Municipal;641
15;Boyacá;Gachantivá;15293;2035;Centros Poblados y Rural Disperso;1.827
15;Boyacá;Gachantivá;15293;2035;Total;2.468
15;Boyacá;Gámeza;15296;2035;Cabecera Municipal;1.319
15;Boyacá;Gámeza;15296;2035;Centros Poblados y Rural Disperso;2.711
15;Boyacá;Gámeza;15296;2035;Total;4.030
15;Boyacá;Garagoa;15299;2035;Cabecera Municipal;15.329
15;Boyacá;Garagoa;15299;2035;Centros Poblados y Rural Disperso;5.394
15;Boyacá;Garagoa;15299;2035;Total;20.723
15;Boyacá;Guacamayas;15317;2035;Cabecera Municipal;633
15;Boyacá;Guacamayas;15317;2035;Centros Poblados y Rural Disperso;961
15;Boyacá;Guacamayas;15317;2035;Total;1.594
15;Boyacá;Guateque;15322;2035;Cabecera Municipal;8.878
15;Boyacá;Guateque;15322;2035;Centros Poblados y Rural Disperso;2.988
15;Boyacá;Guateque;15322;2035;Total;11.866
15;Boyacá;Guayatá;15325;2035;Cabecera Municipal;1.318
15;Boyacá;Guayatá;15325;2035;Centros Poblados y Rural Disperso;2.057
15;Boyacá;Guayatá;15325;2035;Total;3.375
15;Boyacá;Güicán de La Sierra;15332;2035;Cabecera Municipal;1.549
15;Boyacá;Güicán de La Sierra;15332;2035;Centros Poblados y Rural Disperso;2.678
15;Boyacá;Güicán de La Sierra;15332;2035;Total;4.227
15;Boyacá;Iza;15362;2035;Cabecera Municipal;1.175
15;Boyacá;Iza;15362;2035;Centros Poblados y Rural Disperso;635
15;Boyacá;Iza;15362;2035;Total;1.810
15;Boyacá;Jenesano;15367;2035;Cabecera Municipal;2.120
15;Boyacá;Jenesano;15367;2035;Centros Poblados y Rural Disperso;4.995
15;Boyacá;Jenesano;15367;2035;Total;7.115
15;Boyacá;Jericó;15368;2035;Cabecera Municipal;1.458
15;Boyacá;Jericó;15368;2035;Centros Poblados y Rural Disperso;2.425
15;Boyacá;Jericó;15368;2035;Total;3.883
15;Boyacá;Labranzagrande;15377;2035;Cabecera Municipal;1.432
15;Boyacá;Labranzagrande;15377;2035;Centros Poblados y Rural Disperso;2.383
15;Boyacá;Labranzagrande;15377;2035;Total;3.815
15;Boyacá;La Capilla;15380;2035;Cabecera Municipal;982
15;Boyacá;La Capilla;15380;2035;Centros Poblados y Rural Disperso;1.227
15;Boyacá;La Capilla;15380;2035;Total;2.209
15;Boyacá;La Victoria;15401;2035;Cabecera Municipal;471
15;Boyacá;La Victoria;15401;2035;Centros Poblados y Rural Disperso;635
15;Boyacá;La Victoria;15401;2035;Total;1.106
15;Boyacá;La Uvita;15403;2035;Cabecera Municipal;1.219
15;Boyacá;La Uvita;15403;2035;Centros Poblados y Rural Disperso;1.171
15;Boyacá;La Uvita;15403;2035;Total;2.390
15;Boyacá;Villa de Leyva;15407;2035;Cabecera Municipal;13.278
15;Boyacá;Villa de Leyva;15407;2035;Centros Poblados y Rural Disperso;11.030
15;Boyacá;Villa de Leyva;15407;2035;Total;24.308
15;Boyacá;Macanal;15425;2035;Cabecera Municipal;1.570
15;Boyacá;Macanal;15425;2035;Centros Poblados y Rural Disperso;3.864
15;Boyacá;Macanal;15425;2035;Total;5.434
15;Boyacá;Maripí;15442;2035;Cabecera Municipal;1.086
15;Boyacá;Maripí;15442;2035;Centros Poblados y Rural Disperso;4.546
15;Boyacá;Maripí;15442;2035;Total;5.632
15;Boyacá;Miraflores;15455;2035;Cabecera Municipal;5.821
15;Boyacá;Miraflores;15455;2035;Centros Poblados y Rural Disperso;3.068
15;Boyacá;Miraflores;15455;2035;Total;8.889
15;Boyacá;Mongua;15464;2035;Cabecera Municipal;1.951
15;Boyacá;Mongua;15464;2035;Centros Poblados y Rural Disperso;2.072
15;Boyacá;Mongua;15464;2035;Total;4.023
15;Boyacá;Monguí;15466;2035;Cabecera Municipal;2.465
15;Boyacá;Monguí;15466;2035;Centros Poblados y Rural Disperso;1.769
15;Boyacá;Monguí;15466;2035;Total;4.234
15;Boyacá;Moniquirá;15469;2035;Cabecera Municipal;13.851
15;Boyacá;Moniquirá;15469;2035;Centros Poblados y Rural Disperso;10.392
15;Boyacá;Moniquirá;15469;2035;Total;24.243
15;Boyacá;Motavita;15476;2035;Cabecera Municipal;868
15;Boyacá;Motavita;15476;2035;Centros Poblados y Rural Disperso;3.485
15;Boyacá;Motavita;15476;2035;Total;4.353
15;Boyacá;Muzo;15480;2035;Cabecera Municipal;4.942
15;Boyacá;Muzo;15480;2035;Centros Poblados y Rural Disperso;2.123
15;Boyacá;Muzo;15480;2035;Total;7.065
15;Boyacá;Nobsa;15491;2035;Cabecera Municipal;6.565
15;Boyacá;Nobsa;15491;2035;Centros Poblados y Rural Disperso;10.826
15;Boyacá;Nobsa;15491;2035;Total;17.391
15;Boyacá;Nuevo Colón;15494;2035;Cabecera Municipal;1.285
15;Boyacá;Nuevo Colón;15494;2035;Centros Poblados y Rural Disperso;3.746
15;Boyacá;Nuevo Colón;15494;2035;Total;5.031
15;Boyacá;Oicatá;15500;2035;Cabecera Municipal;572
15;Boyacá;Oicatá;15500;2035;Centros Poblados y Rural Disperso;2.269
15;Boyacá;Oicatá;15500;2035;Total;2.841
15;Boyacá;Otanche;15507;2035;Cabecera Municipal;4.006
15;Boyacá;Otanche;15507;2035;Centros Poblados y Rural Disperso;3.971
15;Boyacá;Otanche;15507;2035;Total;7.977
15;Boyacá;Pachavita;15511;2035;Cabecera Municipal;503
15;Boyacá;Pachavita;15511;2035;Centros Poblados y Rural Disperso;1.355
15;Boyacá;Pachavita;15511;2035;Total;1.858
15;Boyacá;Páez;15514;2035;Cabecera Municipal;1.590
15;Boyacá;Páez;15514;2035;Centros Poblados y Rural Disperso;1.679
15;Boyacá;Páez;15514;2035;Total;3.269
15;Boyacá;Paipa;15516;2035;Cabecera Municipal;29.063
15;Boyacá;Paipa;15516;2035;Centros Poblados y Rural Disperso;15.201
15;Boyacá;Paipa;15516;2035;Total;44.264
15;Boyacá;Pajarito;15518;2035;Cabecera Municipal;770
15;Boyacá;Pajarito;15518;2035;Centros Poblados y Rural Disperso;957
15;Boyacá;Pajarito;15518;2035;Total;1.727
15;Boyacá;Panqueba;15522;2035;Cabecera Municipal;876
15;Boyacá;Panqueba;15522;2035;Centros Poblados y Rural Disperso;728
15;Boyacá;Panqueba;15522;2035;Total;1.604
15;Boyacá;Pauna;15531;2035;Cabecera Municipal;2.517
15;Boyacá;Pauna;15531;2035;Centros Poblados y Rural Disperso;4.578
15;Boyacá;Pauna;15531;2035;Total;7.095
15;Boyacá;Paya;15533;2035;Cabecera Municipal;795
15;Boyacá;Paya;15533;2035;Centros Poblados y Rural Disperso;2.010
15;Boyacá;Paya;15533;2035;Total;2.805
15;Boyacá;Paz de Río;15537;2035;Cabecera Municipal;3.009
15;Boyacá;Paz de Río;15537;2035;Centros Poblados y Rural Disperso;1.303
15;Boyacá;Paz de Río;15537;2035;Total;4.312
15;Boyacá;Pesca;15542;2035;Cabecera Municipal;2.637
15;Boyacá;Pesca;15542;2035;Centros Poblados y Rural Disperso;4.146
15;Boyacá;Pesca;15542;2035;Total;6.783
15;Boyacá;Pisba;15550;2035;Cabecera Municipal;861
15;Boyacá;Pisba;15550;2035;Centros Poblados y Rural Disperso;1.291
15;Boyacá;Pisba;15550;2035;Total;2.152
15;Boyacá;Puerto Boyacá;15572;2035;Cabecera Municipal;35.427
15;Boyacá;Puerto Boyacá;15572;2035;Centros Poblados y Rural Disperso;11.747
15;Boyacá;Puerto Boyacá;15572;2035;Total;47.174
15;Boyacá;Quípama;15580;2035;Cabecera Municipal;1.599
15;Boyacá;Quípama;15580;2035;Centros Poblados y Rural Disperso;3.243
15;Boyacá;Quípama;15580;2035;Total;4.842
15;Boyacá;Ramiriquí;15599;2035;Cabecera Municipal;4.633
15;Boyacá;Ramiriquí;15599;2035;Centros Poblados y Rural Disperso;5.199
15;Boyacá;Ramiriquí;15599;2035;Total;9.832
15;Boyacá;Ráquira;15600;2035;Cabecera Municipal;2.933
15;Boyacá;Ráquira;15600;2035;Centros Poblados y Rural Disperso;4.866
15;Boyacá;Ráquira;15600;2035;Total;7.799
15;Boyacá;Rondón;15621;2035;Cabecera Municipal;742
15;Boyacá;Rondón;15621;2035;Centros Poblados y Rural Disperso;1.627
15;Boyacá;Rondón;15621;2035;Total;2.369
15;Boyacá;Saboyá;15632;2035;Cabecera Municipal;1.792
15;Boyacá;Saboyá;15632;2035;Centros Poblados y Rural Disperso;12.756
15;Boyacá;Saboyá;15632;2035;Total;14.548
15;Boyacá;Sáchica;15638;2035;Cabecera Municipal;3.687
15;Boyacá;Sáchica;15638;2035;Centros Poblados y Rural Disperso;3.238
15;Boyacá;Sáchica;15638;2035;Total;6.925
15;Boyacá;Samacá;15646;2035;Cabecera Municipal;9.313
15;Boyacá;Samacá;15646;2035;Centros Poblados y Rural Disperso;10.399
15;Boyacá;Samacá;15646;2035;Total;19.712
15;Boyacá;San Eduardo;15660;2035;Cabecera Municipal;763
15;Boyacá;San Eduardo;15660;2035;Centros Poblados y Rural Disperso;727
15;Boyacá;San Eduardo;15660;2035;Total;1.490
15;Boyacá;San José de Pare;15664;2035;Cabecera Municipal;1.131
15;Boyacá;San José de Pare;15664;2035;Centros Poblados y Rural Disperso;3.093
15;Boyacá;San José de Pare;15664;2035;Total;4.224
15;Boyacá;San Luis de Gaceno;15667;2035;Cabecera Municipal;2.318
15;Boyacá;San Luis de Gaceno;15667;2035;Centros Poblados y Rural Disperso;2.330
15;Boyacá;San Luis de Gaceno;15667;2035;Total;4.648
15;Boyacá;San Mateo;15673;2035;Cabecera Municipal;1.404
15;Boyacá;San Mateo;15673;2035;Centros Poblados y Rural Disperso;1.895
15;Boyacá;San Mateo;15673;2035;Total;3.299
15;Boyacá;San Miguel de Sema;15676;2035;Cabecera Municipal;575
15;Boyacá;San Miguel de Sema;15676;2035;Centros Poblados y Rural Disperso;2.377
15;Boyacá;San Miguel de Sema;15676;2035;Total;2.952
15;Boyacá;San Pablo de Borbur;15681;2035;Cabecera Municipal;1.075
15;Boyacá;San Pablo de Borbur;15681;2035;Centros Poblados y Rural Disperso;5.395
15;Boyacá;San Pablo de Borbur;15681;2035;Total;6.470
15;Boyacá;Santana;15686;2035;Cabecera Municipal;2.970
15;Boyacá;Santana;15686;2035;Centros Poblados y Rural Disperso;4.543
15;Boyacá;Santana;15686;2035;Total;7.513
15;Boyacá;Santa María;15690;2035;Cabecera Municipal;2.267
15;Boyacá;Santa María;15690;2035;Centros Poblados y Rural Disperso;1.302
15;Boyacá;Santa María;15690;2035;Total;3.569
15;Boyacá;Santa Rosa de Viterbo;15693;2035;Cabecera Municipal;8.643
15;Boyacá;Santa Rosa de Viterbo;15693;2035;Centros Poblados y Rural Disperso;4.623
15;Boyacá;Santa Rosa de Viterbo;15693;2035;Total;13.266
15;Boyacá;Santa Sofía;15696;2035;Cabecera Municipal;1.262
15;Boyacá;Santa Sofía;15696;2035;Centros Poblados y Rural Disperso;2.057
15;Boyacá;Santa Sofía;15696;2035;Total;3.319
15;Boyacá;Sativanorte;15720;2035;Cabecera Municipal;626
15;Boyacá;Sativanorte;15720;2035;Centros Poblados y Rural Disperso;1.064
15;Boyacá;Sativanorte;15720;2035;Total;1.690
15;Boyacá;Sativasur;15723;2035;Cabecera Municipal;294
15;Boyacá;Sativasur;15723;2035;Centros Poblados y Rural Disperso;549
15;Boyacá;Sativasur;15723;2035;Total;843
15;Boyacá;Siachoque;15740;2035;Cabecera Municipal;1.458
15;Boyacá;Siachoque;15740;2035;Centros Poblados y Rural Disperso;5.155
15;Boyacá;Siachoque;15740;2035;Total;6.613
15;Boyacá;Soatá;15753;2035;Cabecera Municipal;6.905
15;Boyacá;Soatá;15753;2035;Centros Poblados y Rural Disperso;2.197
15;Boyacá;Soatá;15753;2035;Total;9.102
15;Boyacá;Socotá;15755;2035;Cabecera Municipal;1.860
15;Boyacá;Socotá;15755;2035;Centros Poblados y Rural Disperso;5.321
15;Boyacá;Socotá;15755;2035;Total;7.181
15;Boyacá;Socha;15757;2035;Cabecera Municipal;5.088
15;Boyacá;Socha;15757;2035;Centros Poblados y Rural Disperso;3.592
15;Boyacá;Socha;15757;2035;Total;8.680
15;Boyacá;Sogamoso;15759;2035;Cabecera Municipal;133.586
15;Boyacá;Sogamoso;15759;2035;Centros Poblados y Rural Disperso;14.540
15;Boyacá;Sogamoso;15759;2035;Total;148.126
15;Boyacá;Somondoco;15761;2035;Cabecera Municipal;813
15;Boyacá;Somondoco;15761;2035;Centros Poblados y Rural Disperso;2.046
15;Boyacá;Somondoco;15761;2035;Total;2.859
15;Boyacá;Sora;15762;2035;Cabecera Municipal;691
15;Boyacá;Sora;15762;2035;Centros Poblados y Rural Disperso;2.436
15;Boyacá;Sora;15762;2035;Total;3.127
15;Boyacá;Sotaquirá;15763;2035;Cabecera Municipal;1.178
15;Boyacá;Sotaquirá;15763;2035;Centros Poblados y Rural Disperso;6.102
15;Boyacá;Sotaquirá;15763;2035;Total;7.280
15;Boyacá;Soracá;15764;2035;Cabecera Municipal;1.929
15;Boyacá;Soracá;15764;2035;Centros Poblados y Rural Disperso;4.124
15;Boyacá;Soracá;15764;2035;Total;6.053
15;Boyacá;Susacón;15774;2035;Cabecera Municipal;751
15;Boyacá;Susacón;15774;2035;Centros Poblados y Rural Disperso;1.922
15;Boyacá;Susacón;15774;2035;Total;2.673
15;Boyacá;Sutamarchán;15776;2035;Cabecera Municipal;2.751
15;Boyacá;Sutamarchán;15776;2035;Centros Poblados y Rural Disperso;3.465
15;Boyacá;Sutamarchán;15776;2035;Total;6.216
15;Boyacá;Sutatenza;15778;2035;Cabecera Municipal;899
15;Boyacá;Sutatenza;15778;2035;Centros Poblados y Rural Disperso;2.980
15;Boyacá;Sutatenza;15778;2035;Total;3.879
15;Boyacá;Tasco;15790;2035;Cabecera Municipal;1.960
15;Boyacá;Tasco;15790;2035;Centros Poblados y Rural Disperso;3.850
15;Boyacá;Tasco;15790;2035;Total;5.810
15;Boyacá;Tenza;15798;2035;Cabecera Municipal;1.098
15;Boyacá;Tenza;15798;2035;Centros Poblados y Rural Disperso;1.975
15;Boyacá;Tenza;15798;2035;Total;3.073
15;Boyacá;Tibaná;15804;2035;Cabecera Municipal;2.082
15;Boyacá;Tibaná;15804;2035;Centros Poblados y Rural Disperso;6.293
15;Boyacá;Tibaná;15804;2035;Total;8.375
15;Boyacá;Tibasosa;15806;2035;Cabecera Municipal;5.262
15;Boyacá;Tibasosa;15806;2035;Centros Poblados y Rural Disperso;8.370
15;Boyacá;Tibasosa;15806;2035;Total;13.632
15;Boyacá;Tinjacá;15808;2035;Cabecera Municipal;1.101
15;Boyacá;Tinjacá;15808;2035;Centros Poblados y Rural Disperso;2.695
15;Boyacá;Tinjacá;15808;2035;Total;3.796
15;Boyacá;Tipacoque;15810;2035;Cabecera Municipal;951
15;Boyacá;Tipacoque;15810;2035;Centros Poblados y Rural Disperso;1.830
15;Boyacá;Tipacoque;15810;2035;Total;2.781
15;Boyacá;Toca;15814;2035;Cabecera Municipal;4.760
15;Boyacá;Toca;15814;2035;Centros Poblados y Rural Disperso;3.982
15;Boyacá;Toca;15814;2035;Total;8.742
15;Boyacá;Togüí;15816;2035;Cabecera Municipal;818
15;Boyacá;Togüí;15816;2035;Centros Poblados y Rural Disperso;3.417
15;Boyacá;Togüí;15816;2035;Total;4.235
15;Boyacá;Tópaga;15820;2035;Cabecera Municipal;1.268
15;Boyacá;Tópaga;15820;2035;Centros Poblados y Rural Disperso;2.329
15;Boyacá;Tópaga;15820;2035;Total;3.597
15;Boyacá;Tota;15822;2035;Cabecera Municipal;1.043
15;Boyacá;Tota;15822;2035;Centros Poblados y Rural Disperso;3.610
15;Boyacá;Tota;15822;2035;Total;4.653
15;Boyacá;Tununguá;15832;2035;Cabecera Municipal;338
15;Boyacá;Tununguá;15832;2035;Centros Poblados y Rural Disperso;1.140
15;Boyacá;Tununguá;15832;2035;Total;1.478
15;Boyacá;Turmequé;15835;2035;Cabecera Municipal;1.881
15;Boyacá;Turmequé;15835;2035;Centros Poblados y Rural Disperso;2.836
15;Boyacá;Turmequé;15835;2035;Total;4.717
15;Boyacá;Tuta;15837;2035;Cabecera Municipal;2.642
15;Boyacá;Tuta;15837;2035;Centros Poblados y Rural Disperso;4.905
15;Boyacá;Tuta;15837;2035;Total;7.547
15;Boyacá;Tutazá;15839;2035;Cabecera Municipal;248
15;Boyacá;Tutazá;15839;2035;Centros Poblados y Rural Disperso;1.558
15;Boyacá;Tutazá;15839;2035;Total;1.806
15;Boyacá;Úmbita;15842;2035;Cabecera Municipal;1.423
15;Boyacá;Úmbita;15842;2035;Centros Poblados y Rural Disperso;5.971
15;Boyacá;Úmbita;15842;2035;Total;7.394
15;Boyacá;Ventaquemada;15861;2035;Cabecera Municipal;3.688
15;Boyacá;Ventaquemada;15861;2035;Centros Poblados y Rural Disperso;14.074
15;Boyacá;Ventaquemada;15861;2035;Total;17.762
15;Boyacá;Viracachá;15879;2035;Cabecera Municipal;561
15;Boyacá;Viracachá;15879;2035;Centros Poblados y Rural Disperso;2.215
15;Boyacá;Viracachá;15879;2035;Total;2.776
15;Boyacá;Zetaquira;15897;2035;Cabecera Municipal;1.452
15;Boyacá;Zetaquira;15897;2035;Centros Poblados y Rural Disperso;3.123
15;Boyacá;Zetaquira;15897;2035;Total;4.575
17;Caldas;Manizales;17001;2035;Cabecera Municipal;478.056
17;Caldas;Manizales;17001;2035;Centros Poblados y Rural Disperso;22.255
17;Caldas;Manizales;17001;2035;Total;500.311
17;Caldas;Aguadas;17013;2035;Cabecera Municipal;11.527
17;Caldas;Aguadas;17013;2035;Centros Poblados y Rural Disperso;8.442
17;Caldas;Aguadas;17013;2035;Total;19.969
17;Caldas;Anserma;17042;2035;Cabecera Municipal;22.558
17;Caldas;Anserma;17042;2035;Centros Poblados y Rural Disperso;13.258
17;Caldas;Anserma;17042;2035;Total;35.816
17;Caldas;Aranzazu;17050;2035;Cabecera Municipal;7.404
17;Caldas;Aranzazu;17050;2035;Centros Poblados y Rural Disperso;2.967
17;Caldas;Aranzazu;17050;2035;Total;10.371
17;Caldas;Belalcázar;17088;2035;Cabecera Municipal;4.936
17;Caldas;Belalcázar;17088;2035;Centros Poblados y Rural Disperso;4.698
17;Caldas;Belalcázar;17088;2035;Total;9.634
17;Caldas;Chinchiná;17174;2035;Cabecera Municipal;42.543
17;Caldas;Chinchiná;17174;2035;Centros Poblados y Rural Disperso;4.367
17;Caldas;Chinchiná;17174;2035;Total;46.910
17;Caldas;Filadelfia;17272;2035;Cabecera Municipal;3.942
17;Caldas;Filadelfia;17272;2035;Centros Poblados y Rural Disperso;5.447
17;Caldas;Filadelfia;17272;2035;Total;9.389
17;Caldas;La Dorada;17380;2035;Cabecera Municipal;60.801
17;Caldas;La Dorada;17380;2035;Centros Poblados y Rural Disperso;6.959
17;Caldas;La Dorada;17380;2035;Total;67.760
17;Caldas;La Merced;17388;2035;Cabecera Municipal;2.172
17;Caldas;La Merced;17388;2035;Centros Poblados y Rural Disperso;2.692
17;Caldas;La Merced;17388;2035;Total;4.864
17;Caldas;Manzanares;17433;2035;Cabecera Municipal;11.340
